ROPS0RG47;ZCO1;RO;0RG;PP;PF;POF;BA;;F;;19,000;2,000;10,000;PZ;15W;15WA
ROPS0RR103;ZCO1;RO;0RR;PP;PF;POF;BA;;F;;18,000;0,000;10,500;PZ;15W;15WA
ROPS0RR118;ZCO1;RO;0RR;PP;PF;POF;BA;;F;;20,000;0,000;10,500;PZ;15W;15WA
ROPS0RR122;ZCO1;RO;0RR;PP;PF;POF;BA;;F;;0,000;0,000;0,000;PZ;15W;15WA
ROPS0RR131;ZCO1;RO;0RR;PP;PF;POF;BA;;F;;16,000;2,000;13,000;PZ;15W;15WA
ROPS0TH114;ZCO1;RO;0TH;PP;PF;POF;BA;;F;;15,000;2,000;10,000;PZ;15W;15WA
ROPS0TH48;ZCO1;RO;0TH;PP;PF;POF;BA;;F;;18,000;2,000;9,000;PZ;15W;15WA
ROSC0VX03;ZCO1;RO;0VX;CZ;TR;TRT;;;F;;0,000;0,000;0,000;PAA;15W;15WA
ROSC0VY01;ZCO1;RO;0VY;CZ;TR;TRZ;;;F;;0,000;0,000;0,000;PAA;15W;15WA
ROSC0X001PIT;ZCO1;RO;0X0;CZ;FS;FSP;;;F;;0,000;0,000;0,000;PAA;15W;15WA
ROSC0X002;ZCO1;RO;0X0;CZ;FS;FSP;;;F;;0,000;0,000;0,000;PAA;15W;15WA
ROSC0X103PIT;ZCO1;RO;0X1;CZ;SS;CMO;;;F;;0,000;0,000;0,000;PAA;15W;15WA
ROSC0X104PIT;ZCO1;RO;0X1;CZ;SS;CMO;;;F;;0,000;0,000;0,000;PAA;15W;15WA
ROSC0X301;ZCO1;RO;0X3;CZ;DE;DET;;;F;;0,000;0,000;0,000;PAA;15W;15WA
ROSC0X301VER;ZCO1;RO;0X3;CZ;DE;DET;;;F;;0,000;0,000;0,000;PAA;15W;15WA
ROSC0X302;ZCO1;RO;0X3;CZ;TR;TRT;;;F;;0,000;0,000;0,000;PAA;15W;15WA
ROSC0X303CAM;ZCO1;RO;0X3;CZ;SV;SVT;;;F;;0,000;0,000;0,000;PAA;15W;15WA
VBE0UF502;ZCO1;V;0UF;AC;BE;YBM;BA;;M;;22,000;18,000;16,000;PZ;15W;15WA
VBE0UF503;ZCO1;V;0UF;AC;BE;YBM;BA;;M;;21,000;11,000;17,000;PZ;15W;15WA
VBE0UF504;ZCO1;V;0UF;AC;BE;YBM;BA;;M;;21,000;7,000;11,000;PZ;15W;15WA
VBE0WP01;ZCO1;V;0WP;AC;BE;YBM;BA;;M;;23,000;7,000;14,000;PZ;15W;15WA
